Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
GNQ;22;226;226;Equatorial Guinea;0;1;0.933333333;15;1;MIR
ETH;22;231;231;Ethiopia;0;137;7.8;23;6;MIR
ERI;22;232;232;Eritrea;0;2;0.4;11;3;MIR
EST;22;233;233;Estonia;0;1;0.020833333;14;0;MIR
FJI;22;242;242;Fiji;0;1;3;22;3;MIR
FIN;22;246;246;Finland;0;12;0.155844156;43;1;MIR
FRA;22;250;250;France (metropolitan);0;83;0.069306931;25;1;MIR
GUF;22;254;254;French Guyana;0;0;0;0;0;MIR
PYF;22;258;258;French Polynesia;0;0;0;0;0;MIR
DJI;22;262;262;Djibouti;0;0;0;0;0;MIR
GAB;22;266;266;Gabon;0;2;1.230769231;17;1;MIR
GEO;22;268;268;Georgia;0;9;0.254901961;43;1;MIR
GMB;22;270;270;The Republic of the Gambia;0;0;0;0;0;MIR
PSE;22;275;275;Gaza Strip and West Bank;0;2;0.262295082;8;3;MIR
DEU;22;276;276;Germany;0;215;0.175675676;51;1;MIR
GHA;22;288;288;Ghana;0;9;0.411764706;6;1;MIR
GRC;22;300;300;Greece;0;8;0.056818182;15;1;MIR
GLP;22;312;312;France, Guadeloupe;0;0;0;0;0;MIR
GUM;22;316;316;Guam;0;0;0;0;0;MIR
GTM;22;320;320;Guatemala;0;7;0.131147541;7;1;MIR
GIN;22;324;324;Guinea;0;15;0.326315789;21;3;MIR
GUY;22;328;328;Guyana;0;0;0;0;0;MIR
HTI;22;332;332;Haiti;0;12;0.522727273;2;2;MIR
HND;22;340;340;Honduras;0;8;0.267605634;16;3;MIR
HUN;22;348;348;Hungary;0;30;2.375;6;2;MIR
ISL;22;352;352;Iceland;0;0;0;0;0;MIR
IND;22;356;356;India;0;2465;0.972222222;36;4;MIR
IDN;22;360;360;Indonesia;0;189;0.25;14;1;MIR
IRN;22;364;364;Iran, Islamic Republic of;0;16;0.040540541;4;0;MIR
IRQ;22;368;368;Iraq;0;10;0.115942029;5;1;MIR
IRL;22;372;372;Ireland;0;7;0.148648649;28;1;MIR
ISR;22;376;376;Israel;0;6;0.078947368;13;1;MIR
ITA;22;380;380;Italy;0;122;0.105882353;4;1;MIR
CIV;22;384;384;Côte d'Ivoire;0;42;3.411764706;31;5;MIR
JAM;22;388;388;Jamaica;0;1;0.117647059;7;1;MIR
JPN;22;392;392;Japan;0;170;0.101694915;26;1;MIR
KAZ;22;398;398;Kazakhstan;0;28;0.65625;28;2;MIR
JOR;22;400;400;Jordan;0;7;2.714285714;14;2;MIR
KEN;22;404;404;Kenya;0;32;0.446808511;11;4;MIR
PRK;22;408;408;Korea, Democratic People Republic of;0;12;0.127659574;9;1;MIR
KOR;22;410;410;Korea, Republic of;0;41;0.109090909;16;1;MIR
KWT;22;414;414;Kuwait;0;0;0;0;0;MIR
KGZ;22;417;417;Kyrgyzstan;0;5;0.394736842;15;2;MIR
LAO;22;418;418;Lao People's Democratic Republic;0;7;4.6;19;3;MIR
LBN;22;422;422;Lebanon;0;10;0.308823529;3;2;MIR
LSO;22;426;426;Lesotho;0;3;0.507462687;27;3;MIR
LVA;22;428;428;Latvia;0;8;0.025974026;8;2;MIR
LBR;22;430;430;Liberia;0;8;3.666666667;3;5;MIR
LBY;22;434;434;Libya;0;7;0.388888889;2;2;MIR
LTU;22;440;440;Lithuania;0;7;0.105882353;49;0;MIR
LUX;22;442;442;Luxembourg;0;1;0.298245614;32;4;MIR
MDG;22;450;450;Madagascar;0;34;1.310344828;23;4;MIR
MWI;22;454;454;Malawi;0;50;1.069767442;49;12;MIR
MYS;22;458;458;Malaysia;0;19;1.833333333;12;0;MIR
MDV;22;462;462;Maldives;0;0;0;0;0;MIR
MLI;22;466;466;Mali;0;21;3.454545455;2;5;MIR
MLT;22;470;470;Malta;0;0;0;0;0;MIR
MTQ;22;474;474;France, Martinique;0;2;0.415384615;99;4;MIR
MRT;22;478;478;Mauritania;0;3;0.133333333;12;3;MIR
MUS;22;480;480;Mauritius;0;0;0;0;0;MIR
MEX;22;484;484;Mexico;0;72;0.157894737;11;1;MIR
MNG;22;496;496;Mongolia;0;7;2.444444444;41;4;MIR
MDA;22;498;498;Moldova;0;2;0.8;1;1;MIR
MNE;22;499;499;Montenegro;0;1;0.265306122;32;3;MIR
MAR;22;504;504;Morocco;0;29;0.342105263;15;2;MIR
MOZ;22;508;508;Mozambique;0;26;1.294117647;15;2;MIR
OMN;22;512;512;Oman;0;0;0;0;0;MIR
NAM;22;516;516;Namibia;0;6;1.965517241;44;6;MIR
NPL;22;524;524;Nepal;0;20;0.541666667;12;1;MIR
NLD;22;528;528;The Netherlands;0;24;0.080808081;28;1;MIR
NCL;22;540;540;New Caledonia;0;0;0;0;0;MIR
VUT;22;548;548;Vanuatu;0;0;0;0;0;MIR
NZL;22;554;554;New Zealand;0;11;0.197916667;44;1;MIR
NIC;22;558;558;Nicaragua;0;8;0.319444444;23;2;MIR
NER;22;562;562;Niger;0;19;1.227272727;15;3;MIR
NGA;22;566;566;Nigeria;0;95;0.761904762;9;2;MIR
NOR;22;578;578;Norway;0;3;0.020618557;11;0;MIR
PAK;22;586;586;Pakistan;0;121;0.4;11;1;MIR
PAN;22;591;591;Panama;0;5;0.197183099;22;2;MIR
PNG;22;598;598;Papua New Guinea;0;17;1.159090909;37;5;MIR
PRY;22;600;600;Paraguay;0;0;0;0;0;MIR
PER;22;604;604;Peru;0;32;0.160493827;19;1;MIR
PHL;22;608;608;Philippines;0;61;0.166666667;11;1;MIR
POL;22;616;616;Poland;0;83;0.202898551;43;1;MIR
PRT;22;620;620;Portugal;0;24;0.012987013;45;1;MIR
GNB;22;624;624;Guinea-Bissau;0;1;0.272727273;1;3;MIR
TLS;22;626;626;Timor-Leste;0;0;0;0;0;MIR
PRI;22;630;630;Puerto Rico;0;9;0.288135593;6;2;MIR
QAT;22;634;634;Qatar;0;0;0;0;0;MIR
REU;22;638;638;France, La Réunion;0;0;0;0;0;MIR
ROU;22;642;642;Romania;0;31;0.196721311;32;1;MIR
RUS;22;643;643;Russian Federation;0;227;0.188405797;29;2;MIR
RWA;22;646;646;Rwanda;0;4;0.04;6;1;MIR
LCA;22;662;662;Saint Lucia;0;0;0;0;0;MIR
STP;22;678;678;Sao Tome and Principe;0;0;0;0;0;MIR
SAU;22;682;682;Saudi Arabia;0;3;0.0625;2;0;MIR
SEN;22;686;686;Senegal;0;23;3.083333333;25;4;MIR
SRB;22;688;688;Serbia;0;19;0.236111111;43;2;MIR
SLE;22;694;694;Sierra Leone;0;0;0;0;0;MIR
SGP;22;702;702;Singapore;0;11;0.181818182;39;1;MIR
SVK;22;703;703;Slovakia;0;7;0.01369863;25;1;MIR
VNM;22;704;704;Viet Nam;0;32;0.070175439;6;0;MIR
SVN;22;705;705;Slovenia;0;4;0.094117647;38;1;MIR
SOM;22;706;706;Somalia;0;18;0.933333333;21;6;MIR
ZAF;22;710;710;South Africa;0;69;0.638888889;22;3;MIR
ZWE;22;716;716;Zimbabwe;0;26;1.888888889;32;5;MIR
ESP;22;724;724;Spain;0;75;0.121212121;32;1;MIR
SSD;22;728;728;South Sudan;0;7;1.375;12;3;MIR
SDN;22;729;729;Sudan;0;20;3.25;9;2;MIR
SUR;22;740;740;Suriname;0;0;0;0;0;MIR
SWZ;22;748;748;Eswatini;0;3;6.083333333;5;7;MIR
SWE;22;752;752;Sweden;0;13;0.125;26;1;MIR
CHE;22;756;756;Switzerland;0;13;0.012195122;29;1;MIR
SYR;22;760;760;Syrian Arab Republic;0;10;0.142857143;1;1;MIR
TJK;22;762;762;Tajikistan;0;0;0;0;0;MIR
THA;22;764;764;Thailand;0;79;0.235294118;22;1;MIR
TGO;22;768;768;Togo;0;12;2.238095238;28;6;MIR
TTO;22;780;780;Trinidad and Tobago;0;2;0.245901639;28;1;MIR
ARE;22;784;784;United Arab Emirates;0;0;0;0;0;MIR
TUN;22;788;788;Tunisia;0;6;0.150943396;1;1;MIR
TUR;22;792;792;Türkiye;0;30;0.058823529;7;0;MIR
TKM;22;795;795;Turkmenistan;0;4;0.378378378;13;3;MIR
UGA;22;800;800;Uganda;0;23;0.916666667;9;2;MIR
UKR;22;804;804;Ukraine;0;78;0.263157895;34;2;MIR
MKD;22;807;807;North Macedonia;0;2;2.75;19;2;MIR
EGY;22;818;818;Egypt;0;39;0.140625;7;1;MIR
GBR;22;826;826;United Kingdom;0;129;0.166666667;37;2;MIR
TZA;22;834;834;Tanzania, United Republic of;0;72;3;23;5;MIR
USA;22;840;840;United States of America;0;404;0.008928571;24;1;MIR
BFA;22;854;854;Burkina Faso;0;22;1;2;4;MIR
URY;22;858;858;Uruguay;0;5;0.157894737;28;1;MIR
UZB;22;860;860;Uzbekistan;0;23;0.318181818;13;2;MIR
VEN;22;862;862;Venezuela;0;36;3.166666667;24;2;MIR
WSM;22;882;882;Samoa;0;0;0;0;0;MIR
YEM;22;887;887;Yemen;0;28;0.761904762;18;4;MIR
ZMB;22;894;894;Zambia;0;26;3.5625;26;6;MIR
;;;;Total;;8239;0.283018868;21;2;MIR
AFG;21;4;4;Afghanistan;0;23;0.428571429;12;2;MIR
ALB;21;8;8;Albania;0;15;2.19047619;11;6;MIR
DZA;21;12;12;Algeria;0;36;0.227272727;16;2;MIR
AGO;21;24;24;Angola;0;52;5.153846154;29;12;MIR
AZE;21;31;31;Azerbaijan;0;10;0.186046512;19;2;MIR
ARG;21;32;32;Argentina;0;148;1.230769231;63;3;MIR
AUS;21;36;36;Australia;0;103;0.702702703;79;2;MIR
AUT;21;40;40;Austria;0;87;0.371212121;19;5;MIR
BHS;21;44;44;Bahamas;0;0;0;0;0;MIR
BHR;21;48;48;Bahrain;0;0;0;0;0;MIR
BGD;21;50;50;Bangladesh;0;139;0.642857143;17;2;MIR
ARM;21;51;51;Armenia;0;8;1.166666667;51;1;MIR
BRB;21;52;52;Barbados;0;0;Inf;0;0;MIR
BEL;21;56;56;Belgium;0;69;0.137440758;12;3;MIR
BTN;21;64;64;Bhutan;0;0;Inf;0;0;MIR
BOL;21;68;68;Bolivia;0;10;0.692307692;17;3;MIR
BIH;21;70;70;Bosnia Herzegovina;0;18;0.672413793;11;4;MIR
BWA;21;72;72;Botswana;0;15;0.705882353;12;12;MIR
BRA;21;76;76;Brazil;0;545;0.878787879;5;3;MIR
BLZ;21;84;84;Belize;0;0;0;0;0;MIR
SLB;21;90;90;Solomon Islands;0;0;0;0;0;MIR
BRN;21;96;96;Brunei Darussalam;0;0;0;0;0;MIR
BGR;21;100;100;Bulgaria;0;42;1.117647059;12;5;MIR
MMR;21;104;104;Myanmar;0;55;0.607142857;19;2;MIR
BDI;21;108;108;Burundi;0;30;0.919191919;47;1;MIR
BLR;21;112;112;Belarus;0;84;0.753623188;17;6;MIR
KHM;21;116;116;Cambodia;0;16;0.039215686;18;2;MIR
CMR;21;120;120;Cameroon;0;32;3.384615385;23;4;MIR
CAN;21;124;124;Canada;0;307;0.324137931;16;4;MIR
CPV;21;132;132;Cape Verde;0;0;0;0;0;MIR
CAF;21;140;140;Central African Republic;0;9;71;36;9;MIR
LKA;21;144;144;Sri Lanka;0;26;0.333333333;23;1;MIR
TCD;21;148;148;Chad;0;20;0.589041096;23;4;MIR
CHL;21;152;152;Chile;0;64;0.818181818;66;2;MIR
CHN;21;156;160;China;0;1956;0.378378378;28;1;MIR
COL;21;170;170;Colombia;0;114;1.038461538;43;2;MIR
COM;21;174;174;Comoros;0;4;0.270833333;89;12;MIR
COG;21;178;178;Congo, Republic of;0;10;4.8125;34;8;MIR
COD;21;180;180;Congo, Democratic People Republic of;0;218;6.076923077;46;8;MIR
CRI;21;188;188;Costa Rica;0;12;1.333333333;46;2;MIR
HRV;21;191;191;Croatia;0;59;0.529411765;28;6;MIR
CUB;21;192;192;Cuba;0;37;0.263736264;65;2;MIR
CYP;21;196;196;Cyprus;0;7;0.611111111;11;2;MIR
CZE;21;203;203;Czechia;0;103;0.360544218;19;5;MIR
BEN;21;204;204;Benin;0;20;0.111111111;31;4;MIR
DNK;21;208;208;Denmark;0;42;0.122186495;14;3;MIR
DOM;21;214;214;Dominican Republic;0;5;0.12244898;9;0;MIR
ECU;21;218;218;Ecuador;0;28;0.92;31;2;MIR
SLV;21;222;222;El Salvador;0;14;0.568181818;4;2;MIR
GNQ;21;226;226;Equatorial Guinea;0;0;0;0;0;MIR
ETH;21;231;231;Ethiopia;0;274;0.2;45;7;MIR
ERI;21;232;232;Eritrea;0;10;2.361111111;55;11;MIR
EST;21;233;233;Estonia;0;11;0.258928571;16;2;MIR
FJI;21;242;242;Fiji;0;0;0;0;0;MIR
FIN;21;246;246;Finland;0;40;0.170731707;14;4;MIR
FRA;21;250;250;France (metropolitan);0;385;0.207407407;11;3;MIR
GUF;21;254;254;French Guyana;0;0;0;0;0;MIR
PYF;21;258;258;French Polynesia;0;0;0;0;0;MIR
DJI;21;262;262;Djibouti;0;1;Inf;21;4;MIR
GAB;21;266;266;Gabon;0;0;0;0;0;MIR
GEO;21;268;268;Georgia;0;34;1.266666667;16;6;MIR
GMB;21;270;270;The Republic of the Gambia;0;0;0;0;0;MIR
PSE;21;275;275;Gaza Strip and West Bank;0;2;0.25;8;3;MIR
DEU;21;276;276;Germany;0;1190;0.58677686;28;7;MIR
GHA;21;288;288;Ghana;0;35;3;22;4;MIR
GRC;21;300;300;Greece;0;91;0.507042254;17;3;MIR
GLP;21;312;312;France, Guadeloupe;0;3;1.529411765;14;0;MIR
GUM;21;316;316;Guam;0;0;Inf;0;0;MIR
GTM;21;320;320;Guatemala;0;8;0.020833333;8;1;MIR
GIN;21;324;324;Guinea;0;9;0.193877551;13;2;MIR
GUY;21;328;328;Guyana;0;0;Inf;0;0;MIR
HTI;21;332;332;Haiti;0;0;0;0;0;MIR
HND;21;340;340;Honduras;0;6;0.151162791;12;1;MIR
HUN;21;348;348;Hungary;0;114;0.75;23;6;MIR
ISL;21;352;352;Iceland;0;0;0;0;0;MIR
IND;21;356;356;India;0;1539;0.807692308;23;2;MIR
IDN;21;360;360;Indonesia;0;470;0.5;34;3;MIR
IRN;21;364;364;Iran, Islamic Republic of;0;14;0.038461538;3;0;MIR
IRQ;21;368;368;Iraq;0;14;0.261904762;7;1;MIR
IRL;21;372;372;Ireland;0;20;0.171270718;79;3;MIR
ISR;21;376;376;Israel;0;34;0.324074074;76;3;MIR
ITA;21;380;380;Italy;0;684;0.362204724;22;5;MIR
CIV;21;384;384;Côte d'Ivoire;0;19;6;14;3;MIR
JAM;21;388;388;Jamaica;0;2;0.222222222;13;1;MIR
JPN;21;392;392;Japan;0;328;1.8;51;1;MIR
KAZ;21;398;398;Kazakhstan;0;48;2.615384615;49;4;MIR
JOR;21;400;400;Jordan;0;4;0.314285714;8;1;MIR
KEN;21;404;404;Kenya;0;82;56;29;6;MIR
PRK;21;408;408;Korea, Democratic People Republic of;0;30;0.555555556;23;2;MIR
KOR;21;410;410;Korea, Republic of;0;53;0.095238095;21;0;MIR
KWT;21;414;414;Kuwait;0;0;0;0;0;MIR
KGZ;21;417;417;Kyrgyzstan;0;13;0.539473684;38;4;MIR
LAO;21;418;418;Lao People's Democratic Republic;0;9;0.682926829;24;3;MIR
LBN;21;422;422;Lebanon;0;24;5.181818182;72;7;MIR
LSO;21;426;426;Lesotho;0;18;0.333333333;16;18;MIR
LVA;21;428;428;Latvia;0;38;0.016393443;38;12;MIR
LBR;21;430;430;Liberia;0;3;0.296296296;11;2;MIR
LBY;21;434;434;Libya;0;7;7.333333333;2;1;MIR
LTU;21;440;440;Lithuania;0;27;0.569230769;19;3;MIR
LUX;21;442;442;Luxembourg;0;2;0.084415584;63;0;MIR
MDG;21;450;450;Madagascar;0;116;1;79;12;MIR
MWI;21;454;454;Malawi;0;59;3.714285714;58;8;MIR
MYS;21;458;458;Malaysia;0;14;0.145833333;9;1;MIR
MDV;21;462;462;Maldives;0;0;Inf;0;0;MIR
MLI;21;466;466;Mali;0;25;0.554216867;23;4;MIR
MLT;21;470;470;Malta;0;5;0.572815534;23;7;MIR
MTQ;21;474;474;France, Martinique;0;0;0;0;0;MIR
MRT;21;478;478;Mauritania;0;7;0.690909091;29;4;MIR
MUS;21;480;480;Mauritius;0;6;1.958333333;93;7;MIR
MEX;21;484;484;Mexico;0;186;1.4;28;2;MIR
MNG;21;496;496;Mongolia;0;4;1.5;23;2;MIR
MDA;21;498;498;Moldova;0;23;12.25;11;7;MIR
MNE;21;499;499;Montenegro;0;1;0.202702703;32;3;MIR
MAR;21;504;504;Morocco;0;89;0.672727273;47;3;MIR
MOZ;21;508;508;Mozambique;0;158;0.202898551;93;15;MIR
OMN;21;512;512;Oman;0;0;0;0;0;MIR
NAM;21;516;516;Namibia;0;9;2.073170732;66;7;MIR
NPL;21;524;524;Nepal;0;13;0.444444444;8;1;MIR
NLD;21;528;528;The Netherlands;0;166;0.200772201;19;5;MIR
NCL;21;540;540;New Caledonia;0;0;0;0;0;MIR
VUT;21;548;548;Vanuatu;0;0;Inf;0;0;MIR
NZL;21;554;554;New Zealand;0;23;0.127516779;92;3;MIR
NIC;21;558;558;Nicaragua;0;11;0.03125;32;2;MIR
NER;21;562;562;Niger;0;8;0.045454545;6;1;MIR
NGA;21;566;566;Nigeria;0;574;1.846153846;54;1;MIR
NOR;21;578;578;Norway;0;45;0.156862745;17;4;MIR
PAK;21;586;586;Pakistan;0;128;0.516129032;11;2;MIR
PAN;21;591;591;Panama;0;5;1.272727273;22;2;MIR
PNG;21;598;598;Papua New Guinea;0;5;0.454545455;11;2;MIR
PRY;21;600;600;Paraguay;0;16;0.921052632;44;2;MIR
PER;21;604;604;Peru;0;77;0.09375;45;3;MIR
PHL;21;608;608;Philippines;0;76;2.8;14;1;MIR
POL;21;616;616;Poland;0;443;1.425531915;23;7;MIR
PRT;21;620;620;Portugal;0;94;0.543859649;18;2;MIR
GNB;21;624;624;Guinea-Bissau;0;0;0;0;0;MIR
TLS;21;626;626;Timor-Leste;0;0;Inf;0;0;MIR
PRI;21;630;630;Puerto Rico;0;9;0.647058824;6;1;MIR
QAT;21;634;634;Qatar;0;0;0;0;0;MIR
REU;21;638;638;France, La Réunion;0;4;1.032258065;85;3;MIR
ROU;21;642;642;Romania;0;193;0.939393939;2;7;MIR
RUS;21;643;643;Russian Federation;0;1046;0.962264151;13;6;MIR
RWA;21;646;646;Rwanda;0;36;1.103896104;52;9;MIR
LCA;21;662;662;Saint Lucia;0;0;0;0;0;MIR
STP;21;678;678;Sao Tome and Principe;0;0;Inf;0;0;MIR
SAU;21;682;682;Saudi Arabia;0;6;0.315789474;4;0;MIR
SEN;21;686;686;Senegal;0;21;0.52173913;23;3;MIR
SRB;21;688;688;Serbia;0;69;0.966101695;16;7;MIR
SLE;21;694;694;Sierra Leone;0;0;0;0;0;MIR
SGP;21;702;702;Singapore;0;12;0.314814815;42;1;MIR
SVK;21;703;703;Slovakia;0;48;0.59047619;17;7;MIR
VNM;21;704;704;Viet Nam;0;73;0.0625;15;1;MIR
SVN;21;705;705;Slovenia;0;26;0.333333333;25;5;MIR
SOM;21;706;706;Somalia;0;33;1.310344828;39;8;MIR
ZAF;21;710;710;South Africa;0;267;2;87;8;MIR
ZWE;21;716;716;Zimbabwe;0;80;0.681818182;1;17;MIR
ESP;21;724;724;Spain;0;377;0.536231884;16;4;MIR
SSD;21;728;728;South Sudan;0;18;0.589473684;31;7;MIR
SDN;21;729;729;Sudan;0;72;0.881355932;31;6;MIR
SUR;21;740;740;Suriname;0;0;0;0;0;MIR
SWZ;21;748;748;Eswatini;0;16;1;27;34;MIR
SWE;21;752;752;Sweden;0;96;0.178832117;19;4;MIR
CHE;21;756;756;Switzerland;0;46;0.186567164;1;2;MIR
SYR;21;760;760;Syrian Arab Republic;0;30;0.469879518;31;5;MIR
TJK;21;762;762;Tajikistan;0;4;0.30952381;8;1;MIR
THA;21;764;764;Thailand;0;88;0.244897959;24;1;MIR
TGO;21;768;768;Togo;0;8;2;18;3;MIR
TTO;21;780;780;Trinidad and Tobago;0;3;0.666666667;42;2;MIR
ARE;21;784;784;United Arab Emirates;0;0;0;0;0;MIR
TUN;21;788;788;Tunisia;0;25;0.423728814;41;2;MIR
TUR;21;792;792;Türkiye;0;126;1.117647059;29;2;MIR
TKM;21;795;795;Turkmenistan;0;9;0.415584416;29;3;MIR
UGA;21;800;800;Uganda;0;95;0.959459459;39;7;MIR
UKR;21;804;804;Ukraine;0;347;1.040816327;15;6;MIR
MKD;21;807;807;North Macedonia;0;5;0.387755102;48;3;MIR
EGY;21;818;818;Egypt;0;137;1.208333333;26;3;MIR
GBR;21;826;826;United Kingdom;0;579;0.320261438;17;5;MIR
TZA;21;834;834;Tanzania, United Republic of;0;137;4.785714286;43;7;MIR
USA;21;840;840;United States of America;0;1569;0.218181818;93;4;MIR
BFA;21;854;854;Burkina Faso;0;26;0.088235294;24;3;MIR
URY;21;858;858;Uruguay;0;21;0.088888889;12;4;MIR
UZB;21;860;860;Uzbekistan;0;41;0.431034483;24;3;MIR
VEN;21;862;862;Venezuela;0;35;1.133333333;24;2;MIR
WSM;21;882;882;Samoa;0;0;Inf;0;0;MIR
YEM;21;887;887;Yemen;0;10;0.722222222;6;1;MIR
ZMB;21;894;894;Zambia;0;64;0.179104478;65;13;MIR
;;;;Total;;18580;0.09375;48;3;MIR
AFG;40;4;4;Afghanistan;0;16712;18.45238095;41;86;MIR
ALB;40;8;8;Albania;0;4900;99.77777778;171;103;MIR
DZA;40;12;12;Algeria;0;35347;21.94285714;779;82;MIR
AGO;40;24;24;Angola;0;15446;298.3333333;441;96;MIR
AZE;40;31;31;Azerbaijan;0;11226;18.87755102;109;101;MIR
ARG;40;32;32;Argentina;0;69824;39.30769231;1518;11;MIR
AUS;40;36;36;Australia;0;51126;17.06122449;1961;83;MIR
AUT;40;40;40;Austria;0;22206;29.32258065;2449;99;MIR
BHS;40;44;44;Bahamas;0;552;Inf;1378;114;MIR
BHR;40;48;48;Bahrain;0;607;11.05660377;34;56;MIR
BGD;40;50;50;Bangladesh;0;116062;12.18032787;691;82;MIR
ARM;40;51;51;Armenia;0;5824;35.18181818;196;129;MIR
BRB;40;52;52;Barbados;0;737;18.55737705;2559;12;MIR
BEL;40;56;56;Belgium;0;28875;21.41860465;2475;97;MIR
BTN;40;64;64;Bhutan;0;478;39.29411765;607;8;MIR
BOL;40;68;68;Bolivia;0;10908;211;91;87;MIR
BIH;40;70;70;Bosnia Herzegovina;0;8512;60.63157895;262;13;MIR
BWA;40;72;72;Botswana;0;1258;1.274509804;515;69;MIR
BRA;40;76;76;Brazil;0;275762;26.58823529;1281;95;MIR
BLZ;40;84;84;Belize;0;211;Inf;512;61;MIR
SLB;40;90;90;Solomon Islands;0;365;186.5;506;75;MIR
BRN;40;96;96;Brunei Darussalam;0;464;16.34375;1042;109;MIR
BGR;40;100;100;Bulgaria;0;18623;13.5;2721;125;MIR
MMR;40;104;104;Myanmar;0;54218;27.4;982;103;MIR
BDI;40;108;108;Burundi;0;5707;88.72727273;452;105;MIR
BLR;40;112;112;Belarus;0;22529;6.473684211;2388;143;MIR
KHM;40;116;116;Cambodia;0;13682;46.85714286;797;102;MIR
CMR;40;120;120;Cameroon;0;12686;41.19047619;455;93;MIR
CAN;40;124;124;Canada;0;99555;15.43548387;2593;87;MIR
CPV;40;132;132;Cape Verde;0;285;Inf;502;64;MIR
CAF;40;140;140;Central African Republic;0;2003;5.642857143;399;86;MIR
LKA;40;144;144;Sri Lanka;0;18992;26.59090909;88;66;MIR
TCD;40;148;148;Chad;0;7248;11.63513514;416;97;MIR
CHL;40;152;152;Chile;0;31154;99.44444444;1618;93;MIR
CHN;40;156;160;China;0;2560612;4;1814;103;MIR
COL;40;170;170;Colombia;0;56048;28.78571429;1088;83;MIR
COM;40;174;174;Comoros;0;416;Inf;458;83;MIR
COG;40;178;178;Congo, Republic of;0;1729;12.87804878;298;57;MIR
COD;40;180;180;Congo, Democratic People Republic of;0;37318;7.793814433;392;8;MIR
CRI;40;188;188;Costa Rica;0;5994;29.8;1157;74;MIR
HRV;40;191;191;Croatia;0;13737;43.13793103;3384;136;MIR
CUB;40;192;192;Cuba;0;27304;13.78481013;2415;116;MIR
CYP;40;196;196;Cyprus;0;2806;34.5625;2294;115;MIR
CZE;40;203;203;Czechia;0;27882;35.5862069;2597;114;MIR
BEN;40;204;204;Benin;0;5018;7.966292135;393;76;MIR
DNK;40;208;208;Denmark;0;17111;48.22727273;2933;11;MIR
DOM;40;214;214;Dominican Republic;0;11653;18.65306122;1054;93;MIR
ECU;40;218;218;Ecuador;0;15903;46.8125;878;73;MIR
SLV;40;222;222;El Salvador;0;5239;107;80;62;MIR
GNQ;40;226;226;Equatorial Guinea;0;583;8.790123457;39;78;MIR
ETH;40;231;231;Ethiopia;0;53461;7.408163265;443;79;MIR
ERI;40;232;232;Eritrea;0;1697;59.41666667;463;78;MIR
EST;40;233;233;Estonia;0;4049;81.28571429;3063;127;MIR
FJI;40;242;242;Fiji;0;863;3.379310345;949;101;MIR
FIN;40;246;246;Finland;0;13389;41.89473684;241;85;MIR
FRA;40;250;250;France (metropolitan);0;189466;28.72972973;2889;111;MIR
GUF;40;254;254;French Guyana;0;233;26.64516129;742;81;MIR
PYF;40;258;258;French Polynesia;0;481;94.07692308;1693;136;MIR
DJI;40;262;262;Djibouti;0;564;9.52173913;555;75;MIR
GAB;40;266;266;Gabon;0;1088;1.095238095;467;74;MIR
GEO;40;268;268;Georgia;0;8238;19.57142857;2076;122;MIR
GMB;40;270;270;The Republic of the Gambia;0;899;Inf;351;64;MIR
PSE;40;275;275;Gaza Strip and West Bank;0;2995;15.70967742;56;104;MIR
DEU;40;276;276;Germany;0;251875;32.06451613;3003;107;MIR
GHA;40;288;288;Ghana;0;17838;11.09459459;551;85;MIR
GRC;40;300;300;Greece;0;32223;10.44791667;3123;106;MIR
GLP;40;312;312;France, Guadeloupe;0;951;6.642857143;2379;96;MIR
GUM;40;316;316;Guam;0;267;337;1557;106;MIR
GTM;40;320;320;Guatemala;0;10207;701;549;74;MIR
GIN;40;324;324;Guinea;0;6271;862;452;89;MIR
GUY;40;328;328;Guyana;0;612;58.5;771;74;MIR
HTI;40;332;332;Haiti;0;8972;26.22857143;768;79;MIR
HND;40;340;340;Honduras;0;6965;51.6875;681;88;MIR
HUN;40;348;348;Hungary;0;32245;31.06521739;3357;158;MIR
ISL;40;352;352;Iceland;0;669;Inf;1937;86;MIR
IND;40;356;356;India;0;911793;1.422222222;648;72;MIR
IDN;40;360;360;Indonesia;0;240537;13.39344262;862;87;MIR
IRN;40;364;364;Iran, Islamic Republic of;0;86711;34.25;1008;91;MIR
IRQ;40;368;368;Iraq;0;21428;14.46551724;508;9;MIR
IRL;40;372;372;Ireland;0;10310;27.13888889;2054;98;MIR
ISR;40;376;376;Israel;0;12715;15.01818182;1425;82;MIR
ITA;40;380;380;Italy;0;192227;17.35185185;319;96;MIR
CIV;40;384;384;Côte d'Ivoire;0;14043;19.76595745;506;99;MIR
JAM;40;388;388;Jamaica;0;4623;17.11764706;1549;119;MIR
JPN;40;392;392;Japan;0;425025;24.53125;3384;77;MIR
KAZ;40;398;398;Kazakhstan;0;20534;19.89130435;1069;107;MIR
JOR;40;400;400;Jordan;0;6412;76;623;9;MIR
KEN;40;404;404;Kenya;0;29091;39.69230769;518;11;MIR
PRK;40;408;408;Korea, Democratic People Republic of;0;42644;11.70103093;1641;125;MIR
KOR;40;410;410;Korea, Republic of;0;97268;14.22222222;1895;75;MIR
KWT;40;414;414;Kuwait;0;1967;7.154761905;449;61;MIR
KGZ;40;417;417;Kyrgyzstan;0;4622;13.40983607;687;95;MIR
