Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk,indicator
AGO,16,24,24,Angola,0,191,1.3,0.55,0.15,incidence
AZE,16,31,31,Azerbaijan,0,110,0.86,1.1,0.09,incidence
ARG,16,32,32,Argentina,0,1603,2.6,3.5,0.29,incidence
AUS,16,36,36,Australia,0,16819,37,64.5,4,incidence
AUT,16,40,40,Austria,0,2215,13.2,24.4,1.4,incidence
BHS,16,44,44,Bahamas,0,3,0.53,0.75,0.02,incidence
BHR,16,48,48,Bahrain,0,2,0.16,0.11,0.02,incidence
BGD,16,50,50,Bangladesh,0,430,0.28,0.26,0.03,incidence
ARM,16,51,51,Armenia,0,79,1.8,2.7,0.19,incidence
BRB,16,52,52,Barbados,0,0,0,0,0,incidence
BEL,16,56,56,Belgium,0,4163,21.1,35.7,2.3,incidence
BTN,16,64,64,Bhutan,0,0,0,0,0,incidence
BOL,16,68,68,Bolivia,0,307,2.6,2.6,0.25,incidence
BIH,16,70,70,Bosnia Herzegovina,0,336,5.8,10.3,0.62,incidence
BWA,16,72,72,Botswana,0,30,1.7,1.2,0.2,incidence
BRA,16,76,76,Brazil,0,9676,3.3,4.5,0.34,incidence
BLZ,16,84,84,Belize,0,12,3.5,2.9,0.38,incidence
SLB,16,90,90,Solomon Islands,0,1,0.32,0.14,0,incidence
BRN,16,96,96,Brunei Darussalam,0,8,1.6,1.8,0.18,incidence
BGR,16,100,100,Bulgaria,0,465,3.4,6.8,0.37,incidence
MMR,16,104,104,Myanmar,0,147,0.28,0.27,0.02,incidence
BDI,16,108,108,Burundi,0,51,0.99,0.4,0.11,incidence
BLR,16,112,112,Belarus,0,1103,6.9,11.7,0.78,incidence
KHM,16,116,116,Cambodia,0,70,0.51,0.41,0.06,incidence
CMR,16,120,120,Cameroon,0,153,1.3,0.55,0.14,incidence
CAN,16,124,124,Canada,0,11383,14.5,29.7,1.6,incidence
CPV,16,132,132,Cape Verde,0,3,0.62,0.53,0.1,incidence
CAF,16,140,140,Central African Republic,0,23,1,0.46,0.14,incidence
LKA,16,144,144,Sri Lanka,0,100,0.33,0.46,0.04,incidence
TCD,16,148,148,Chad,0,58,0.73,0.33,0.09,incidence
CHL,16,152,152,Chile,0,962,3.3,5,0.37,incidence
CHN,16,156,160,China,0,8789,0.37,0.62,0.04,incidence
COL,16,170,170,Colombia,0,1773,2.6,3.4,0.28,incidence
COM,16,174,174,Comoros,0,2,0.48,0.22,0.1,incidence
COG,16,178,178,"Congo, Republic of",0,44,1.6,0.76,0.2,incidence
COD,16,180,180,"Congo, Democratic People Republic of",0,592,1.3,0.62,0.15,incidence
CRI,16,188,188,Costa Rica,0,134,1.8,2.6,0.19,incidence
HRV,16,191,191,Croatia,0,966,11.9,23.8,1.3,incidence
CUB,16,192,192,Cuba,0,201,0.91,1.8,0.09,incidence
CYP,16,196,196,Cyprus,0,112,5.4,9.2,0.58,incidence
CZE,16,203,203,Czechia,0,2932,14.7,27.3,1.6,incidence
BEN,16,204,204,Benin,0,25,0.45,0.2,0.03,incidence
DNK,16,208,208,Denmark,0,3144,31.1,53.9,3.2,incidence
DOM,16,214,214,Dominican Republic,0,59,0.49,0.53,0.05,incidence
ECU,16,218,218,Ecuador,0,491,2.5,2.7,0.28,incidence
SLV,16,222,222,El Salvador,0,35,0.44,0.53,0.04,incidence
GNQ,16,226,226,Equatorial Guinea,0,3,0.45,0.2,0.03,incidence
ETH,16,231,231,Ethiopia,0,255,0.35,0.21,0.04,incidence
ERI,16,232,232,Eritrea,0,8,0.36,0.22,0.05,incidence
EST,16,233,233,Estonia,0,268,11.2,20.3,1.2,incidence
FJI,16,242,242,Fiji,0,7,0.92,0.77,0.07,incidence
FIN,16,246,246,Finland,0,2261,20.5,40.7,2.2,incidence
FRA,16,250,250,France (metropolitan),0,15729,13.5,24,1.4,incidence
GUF,16,254,254,French Guyana,0,7,2.5,2.2,0.27,incidence
PYF,16,258,258,French Polynesia,0,19,5.1,6.7,0.63,incidence
DJI,16,262,262,Djibouti,0,0,0,0,0,incidence
GAB,16,266,266,Gabon,0,10,0.74,0.43,0.06,incidence
GEO,16,268,268,Georgia,0,302,4.5,7.6,0.49,incidence
GMB,16,270,270,The Republic of the Gambia,0,1,0.07,0.04,0.01,incidence
PSE,16,275,275,Gaza Strip and West Bank,0,24,0.64,0.45,0.07,incidence
DEU,16,276,276,Germany,0,21976,12.1,26.2,1.3,incidence
GHA,16,288,288,Ghana,0,28,0.13,0.09,0.01,incidence
GRC,16,300,300,Greece,0,1458,7.1,14.1,0.77,incidence
GLP,16,312,312,"France, Guadeloupe",0,12,1.7,3,0.19,incidence
GUM,16,316,316,Guam,0,0,0,0,0,incidence
GTM,16,320,320,Guatemala,0,69,0.48,0.37,0.06,incidence
GIN,16,324,324,Guinea,0,62,0.98,0.45,0.11,incidence
GUY,16,328,328,Guyana,0,0,0,0,0,incidence
HTI,16,332,332,Haiti,0,26,0.26,0.22,0.02,incidence
HND,16,340,340,Honduras,0,71,0.86,0.69,0.1,incidence
HUN,16,348,348,Hungary,0,1424,8,14.8,0.87,incidence
ISL,16,352,352,Iceland,0,54,10,15.6,1,incidence
IND,16,356,356,India,0,3689,0.26,0.26,0.03,incidence
IDN,16,360,360,Indonesia,0,1716,0.6,0.61,0.06,incidence
IRN,16,364,364,"Iran, Islamic Republic of",0,716,0.78,0.83,0.08,incidence
IRQ,16,368,368,Iraq,0,111,0.42,0.26,0.05,incidence
IRL,16,372,372,Ireland,0,1567,18.1,31.2,1.9,incidence
ISR,16,376,376,Israel,0,1317,10.8,14.8,1.2,incidence
ITA,16,380,380,Italy,0,13769,12.7,22.9,1.3,incidence
CIV,16,384,384,Côte d'Ivoire,0,56,0.4,0.2,0.05,incidence
JAM,16,388,388,Jamaica,0,14,0.36,0.47,0.04,incidence
JPN,16,392,392,Japan,0,1622,0.5,1.3,0.05,incidence
KAZ,16,398,398,Kazakhstan,0,280,1.3,1.5,0.14,incidence
JOR,16,400,400,Jordan,0,29,0.35,0.28,0.04,incidence
KEN,16,404,404,Kenya,0,265,1,0.47,0.12,incidence
PRK,16,408,408,"Korea, Democratic People Republic of",0,97,0.27,0.37,0.03,incidence
KOR,16,410,410,"Korea, Republic of",0,662,0.63,1.3,0.07,incidence
KWT,16,414,414,Kuwait,0,14,0.26,0.32,0.03,incidence
KGZ,16,417,417,Kyrgyzstan,0,43,0.76,0.64,0.07,incidence
LAO,16,418,418,Lao People's Democratic Republic,0,25,0.41,0.33,0.04,incidence
LBN,16,422,422,Lebanon,0,86,1.1,1.3,0.12,incidence
LSO,16,426,426,Lesotho,0,9,0.57,0.41,0.05,incidence
LVA,16,428,428,Latvia,0,232,6.1,12.6,0.68,incidence
LBR,16,430,430,Liberia,0,16,0.54,0.3,0.06,incidence
LBY,16,434,434,Libya,0,21,0.3,0.3,0.03,incidence
LTU,16,440,440,Lithuania,0,350,6.5,13.2,0.75,incidence
LUX,16,442,442,Luxembourg,0,152,15.4,23.7,1.6,incidence
MDG,16,450,450,Madagascar,0,176,1.2,0.6,0.12,incidence
MWI,16,454,454,Malawi,0,218,2.1,1.1,0.25,incidence
MYS,16,458,458,Malaysia,0,181,0.48,0.55,0.05,incidence
MDV,16,462,462,Maldives,0,0,0,0,0,incidence
MLI,16,466,466,Mali,0,79,0.83,0.37,0.1,incidence
MLT,16,470,470,Malta,0,79,10.3,17.8,1.1,incidence
MTQ,16,474,474,"France, Martinique",0,17,1.7,4.5,0.2,incidence
MRT,16,478,478,Mauritania,0,14,0.55,0.29,0.06,incidence
MUS,16,480,480,Mauritius,0,5,0.24,0.39,0.03,incidence
MEX,16,484,484,Mexico,0,2198,1.5,1.7,0.16,incidence
MNG,16,496,496,Mongolia,0,5,0.18,0.15,0.03,incidence
MDA,16,498,498,Moldova,0,244,4,6.1,0.45,incidence
MNE,16,499,499,Montenegro,0,80,7.4,12.7,0.92,incidence
MAR,16,504,504,Morocco,0,236,0.55,0.62,0.06,incidence
MOZ,16,508,508,Mozambique,0,129,0.69,0.39,0.09,incidence
OMN,16,512,512,Oman,0,19,0.53,0.36,0.07,incidence
NAM,16,516,516,Namibia,0,65,4.1,2.5,0.39,incidence
NPL,16,524,524,Nepal,0,45,0.18,0.15,0.02,incidence
NLD,16,528,528,The Netherlands,0,8221,25.9,47.8,2.8,incidence
NCL,16,540,540,New Caledonia,0,25,6.5,8.6,0.71,incidence
VUT,16,548,548,Vanuatu,0,0,0,0,0,incidence
NZL,16,554,554,New Zealand,0,2739,29.8,55.9,3.4,incidence
NIC,16,558,558,Nicaragua,0,60,0.96,0.89,0.12,incidence
NER,16,562,562,Niger,0,26,0.22,0.1,0.03,incidence
NGA,16,566,566,Nigeria,0,492,0.52,0.23,0.05,incidence
NOR,16,578,578,Norway,0,3169,30.6,57.5,3.3,incidence
PAK,16,586,586,Pakistan,0,517,0.31,0.23,0.03,incidence
PAN,16,591,591,Panama,0,62,1.1,1.4,0.12,incidence
PNG,16,598,598,Papua New Guinea,0,210,3.3,2.3,0.34,incidence
PRY,16,600,600,Paraguay,0,267,3.8,3.7,0.4,incidence
PER,16,604,604,Peru,0,1360,3.2,4,0.33,incidence
PHL,16,608,608,Philippines,0,508,0.5,0.45,0.06,incidence
POL,16,616,616,Poland,0,3751,4.7,9.9,0.51,incidence
PRT,16,620,620,Portugal,0,1215,5.7,12,0.61,incidence
GNB,16,624,624,Guinea-Bissau,0,3,0.34,0.15,0.06,incidence
TLS,16,626,626,Timor-Leste,0,0,0,0,0,incidence
PRI,16,630,630,Puerto Rico,0,105,1.7,3.7,0.18,incidence
QAT,16,634,634,Qatar,0,3,0.32,0.1,0.03,incidence
REU,16,638,638,"France, La Réunion",0,39,3.1,4.3,0.33,incidence
ROU,16,642,642,Romania,0,2247,6.6,11.8,0.71,incidence
RUS,16,643,643,Russian Federation,0,12903,5.3,8.9,0.6,incidence
RWA,16,646,646,Rwanda,0,62,0.77,0.46,0.08,incidence
LCA,16,662,662,Saint Lucia,0,1,0.4,0.54,0.04,incidence
STP,16,678,678,Sao Tome and Principe,0,0,0,0,0,incidence
SAU,16,682,682,Saudi Arabia,0,53,0.19,0.15,0.02,incidence
SEN,16,686,686,Senegal,0,59,0.69,0.33,0.08,incidence
SRB,16,688,688,Serbia,0,901,5.9,10.4,0.65,incidence
SLE,16,694,694,Sierra Leone,0,1,0.03,0.01,0.01,incidence
SGP,16,702,702,Singapore,0,57,0.54,0.96,0.06,incidence
SVK,16,703,703,Slovakia,0,1039,10.5,19,1.2,incidence
VNM,16,704,704,Viet Nam,0,200,0.16,0.2,0.02,incidence
SVN,16,705,705,Slovenia,0,668,17.1,32.2,1.8,incidence
SOM,16,706,706,Somalia,0,45,0.58,0.27,0.06,incidence
ZAF,16,710,710,South Africa,0,2231,4.1,3.7,0.45,incidence
ZWE,16,716,716,Zimbabwe,0,163,2.2,1.1,0.26,incidence
ESP,16,724,724,Spain,0,5870,6.9,12.6,0.72,incidence
SSD,16,728,728,South Sudan,0,57,0.95,0.49,0.11,incidence
SDN,16,729,729,Sudan,0,156,0.59,0.34,0.07,incidence
SUR,16,740,740,Suriname,0,4,0.56,0.67,0.03,incidence
SWZ,16,748,748,Eswatini,0,3,0.36,0.25,0.02,incidence
SWE,16,752,752,Sweden,0,5259,27.4,51.5,3,incidence
CHE,16,756,756,Switzerland,0,2419,13.4,27.6,1.5,incidence
SYR,16,760,760,Syrian Arab Republic,0,130,0.83,0.67,0.07,incidence
TJK,16,762,762,Tajikistan,0,26,0.42,0.26,0.05,incidence
THA,16,764,764,Thailand,0,592,0.49,0.84,0.05,incidence
TGO,16,768,768,Togo,0,45,1.3,0.52,0.11,incidence
TTO,16,780,780,Trinidad and Tobago,0,6,0.3,0.43,0.04,incidence
ARE,16,784,784,United Arab Emirates,0,31,0.45,0.31,0.07,incidence
TUN,16,788,788,Tunisia,0,93,0.59,0.77,0.06,incidence
TUR,16,792,792,Türkiye,0,1783,1.7,2.1,0.18,incidence
TKM,16,795,795,Turkmenistan,0,41,0.77,0.66,0.08,incidence
UGA,16,800,800,Uganda,0,156,0.74,0.32,0.08,incidence
UKR,16,804,804,Ukraine,0,3604,4.9,8.3,0.55,incidence
MKD,16,807,807,North Macedonia,0,189,4.9,9.1,0.58,incidence
EGY,16,818,818,Egypt,0,222,0.24,0.21,0.03,incidence
GBR,16,826,826,United Kingdom,0,19712,15.3,28.8,1.7,incidence
TZA,16,834,834,"Tanzania, United Republic of",0,405,1.4,0.64,0.15,incidence
USA,16,840,840,United States of America,0,101388,16.5,30.3,1.8,incidence
BFA,16,854,854,Burkina Faso,0,29,0.34,0.13,0.04,incidence
URY,16,858,858,Uruguay,0,251,4.5,7.2,0.5,incidence
UZB,16,860,860,Uzbekistan,0,176,0.58,0.51,0.06,incidence
VEN,16,862,862,Venezuela,0,492,1.5,1.7,0.16,incidence
WSM,16,882,882,Samoa,0,0,0,0,0,incidence
YEM,16,887,887,Yemen,0,34,0.18,0.11,0.02,incidence
ZMB,16,894,894,Zambia,0,56,0.67,0.29,0.08,incidence
,,,,Total,,331655,3.2,4.2,0.35,incidence
AFG,4,4,4,Afghanistan,0,127,0.42,0.31,0.04,incidence
ALB,4,8,8,Albania,0,42,0.9,1.5,0.1,incidence
DZA,4,12,12,Algeria,0,1608,3.5,3.6,0.37,incidence
AGO,4,24,24,Angola,0,81,0.3,0.23,0.03,incidence
AZE,4,31,31,Azerbaijan,0,56,0.49,0.54,0.05,incidence
ARG,4,32,32,Argentina,0,153,0.26,0.33,0.03,incidence
AUS,4,36,36,Australia,0,182,0.49,0.7,0.05,incidence
AUT,4,40,40,Austria,0,48,0.31,0.53,0.04,incidence
BHS,4,44,44,Bahamas,0,0,0,0,0,incidence
BHR,4,48,48,Bahrain,0,7,0.53,0.39,0.06,incidence
BGD,4,50,50,Bangladesh,0,970,0.61,0.58,0.07,incidence
ARM,4,51,51,Armenia,0,13,0.33,0.44,0.03,incidence
BRB,4,52,52,Barbados,0,2,0.61,0.69,0.05,incidence
BEL,4,56,56,Belgium,0,70,0.43,0.6,0.04,incidence
BTN,4,64,64,Bhutan,0,12,1.7,1.5,0.21,incidence
BOL,4,68,68,Bolivia,0,4,0.04,0.03,0,incidence
BIH,4,70,70,Bosnia Herzegovina,0,11,0.19,0.34,0.02,incidence
BWA,4,72,72,Botswana,0,11,0.51,0.45,0.05,incidence
BRA,4,76,76,Brazil,0,909,0.34,0.42,0.04,incidence
BLZ,4,84,84,Belize,0,0,0,0,0,incidence
SLB,4,90,90,Solomon Islands,0,2,0.4,0.28,0.05,incidence
BRN,4,96,96,Brunei Darussalam,0,32,6.4,7.2,0.79,incidence
BGR,4,100,100,Bulgaria,0,96,0.84,1.4,0.09,incidence
MMR,4,104,104,Myanmar,0,2097,3.5,3.8,0.37,incidence
BDI,4,108,108,Burundi,0,72,1.1,0.57,0.11,incidence
BLR,4,112,112,Belarus,0,30,0.19,0.32,0.02,incidence
KHM,4,116,116,Cambodia,0,310,2.1,1.8,0.23,incidence
CMR,4,120,120,Cameroon,0,364,2.1,1.3,0.24,incidence
CAN,4,124,124,Canada,0,372,0.62,0.97,0.07,incidence
CPV,4,132,132,Cape Verde,0,0,0,0,0,incidence
CAF,4,140,140,Central African Republic,0,40,1.4,0.8,0.16,incidence
LKA,4,144,144,Sri Lanka,0,69,0.22,0.32,0.02,incidence
TCD,4,148,148,Chad,0,49,0.74,0.28,0.15,incidence
CHL,4,152,152,Chile,0,27,0.09,0.14,0.01,incidence
CHN,4,156,160,China,0,51010,2.4,3.6,0.26,incidence
COL,4,170,170,Colombia,0,176,0.28,0.34,0.03,incidence
COM,4,174,174,Comoros,0,0,0,0,0,incidence
COG,4,178,178,"Congo, Republic of",0,15,0.41,0.26,0.06,incidence
COD,4,180,180,"Congo, Democratic People Republic of",0,534,0.97,0.56,0.1,incidence
CRI,4,188,188,Costa Rica,0,15,0.25,0.29,0.03,incidence
HRV,4,191,191,Croatia,0,21,0.29,0.52,0.03,incidence
CUB,4,192,192,Cuba,0,165,0.79,1.5,0.09,incidence
CYP,4,196,196,Cyprus,0,5,0.32,0.41,0.03,incidence
CZE,4,203,203,Czechia,0,51,0.29,0.48,0.03,incidence
BEN,4,204,204,Benin,0,67,0.89,0.52,0.1,incidence
DNK,4,208,208,Denmark,0,21,0.22,0.36,0.03,incidence
DOM,4,214,214,Dominican Republic,0,55,0.49,0.5,0.06,incidence
ECU,4,218,218,Ecuador,0,33,0.16,0.18,0.02,incidence
SLV,4,222,222,El Salvador,0,5,0.06,0.08,0,incidence
GNQ,4,226,226,Equatorial Guinea,0,8,0.81,0.53,0.08,incidence
ETH,4,231,231,Ethiopia,0,858,0.98,0.71,0.09,incidence
ERI,4,232,232,Eritrea,0,30,1.2,0.82,0.12,incidence
EST,4,233,233,Estonia,0,4,0.14,0.3,0.02,incidence
FJI,4,242,242,Fiji,0,3,0.29,0.33,0.03,incidence
FIN,4,246,246,Finland,0,18,0.19,0.32,0.02,incidence
FRA,4,250,250,France (metropolitan),0,337,0.37,0.51,0.04,incidence
GUF,4,254,254,French Guyana,0,1,0.31,0.32,0.04,incidence
PYF,4,258,258,French Polynesia,0,5,1.3,1.8,0.16,incidence
DJI,4,262,262,Djibouti,0,6,0.69,0.59,0.08,incidence
GAB,4,266,266,Gabon,0,11,0.63,0.47,0.07,incidence
GEO,4,268,268,Georgia,0,35,0.56,0.88,0.06,incidence
GMB,4,270,270,The Republic of the Gambia,0,0,0,0,0,incidence
PSE,4,275,275,Gaza Strip and West Bank,0,24,0.62,0.45,0.07,incidence
DEU,4,276,276,Germany,0,426,0.31,0.51,0.03,incidence
GHA,4,288,288,Ghana,0,217,0.74,0.67,0.07,incidence
GRC,4,300,300,Greece,0,189,0.96,1.8,0.11,incidence
GLP,4,312,312,"France, Guadeloupe",0,1,0.14,0.25,0.02,incidence
GUM,4,316,316,Guam,0,6,3,3.5,0.31,incidence
GTM,4,320,320,Guatemala,0,14,0.1,0.08,0.01,incidence
GIN,4,324,324,Guinea,0,8,0.1,0.06,0.01,incidence
GUY,4,328,328,Guyana,0,1,0.12,0.13,0.03,incidence
HTI,4,332,332,Haiti,0,34,0.35,0.29,0.04,incidence
HND,4,340,340,Honduras,0,14,0.16,0.14,0.02,incidence
HUN,4,348,348,Hungary,0,76,0.46,0.79,0.06,incidence
ISL,4,352,352,Iceland,0,0,0,0,0,incidence
IND,4,356,356,India,0,6519,0.45,0.46,0.05,incidence
IDN,4,360,360,Indonesia,0,18835,6.1,6.8,0.7,incidence
IRN,4,364,364,"Iran, Islamic Republic of",0,263,0.28,0.31,0.03,incidence
IRQ,4,368,368,Iraq,0,175,0.58,0.42,0.06,incidence
IRL,4,372,372,Ireland,0,32,0.36,0.64,0.04,incidence
ISR,4,376,376,Israel,0,57,0.55,0.64,0.06,incidence
ITA,4,380,380,Italy,0,532,0.54,0.88,0.06,incidence
CIV,4,384,384,Côte d'Ivoire,0,105,0.47,0.38,0.05,incidence
JAM,4,388,388,Jamaica,0,25,0.68,0.84,0.07,incidence
JPN,4,392,392,Japan,0,780,0.32,0.62,0.03,incidence
KAZ,4,398,398,Kazakhstan,0,97,0.46,0.51,0.05,incidence
JOR,4,400,400,Jordan,0,100,1.1,0.97,0.12,incidence
KEN,4,404,404,Kenya,0,948,2.6,1.7,0.29,incidence
PRK,4,408,408,"Korea, Democratic People Republic of",0,344,0.97,1.3,0.11,incidence
KOR,4,410,410,"Korea, Republic of",0,455,0.54,0.89,0.06,incidence
KWT,4,414,414,Kuwait,0,45,0.84,1,0.11,incidence
KGZ,4,417,417,Kyrgyzstan,0,35,0.61,0.52,0.07,incidence
LAO,4,418,418,Lao People's Democratic Republic,0,236,3.8,3.2,0.42,incidence
LBN,4,422,422,Lebanon,0,37,0.5,0.55,0.05,incidence
LSO,4,426,426,Lesotho,0,1,0.04,0.05,0,incidence
LVA,4,428,428,Latvia,0,4,0.11,0.22,0.02,incidence
LBR,4,430,430,Liberia,0,8,0.18,0.15,0.02,incidence
LBY,4,434,434,Libya,0,137,2,2,0.22,incidence
LTU,4,440,440,Lithuania,0,20,0.39,0.75,0.05,incidence
LUX,4,442,442,Luxembourg,0,2,0.2,0.31,0.03,incidence
MDG,4,450,450,Madagascar,0,97,0.53,0.33,0.05,incidence
MWI,4,454,454,Malawi,0,62,0.45,0.31,0.05,incidence
MYS,4,458,458,Malaysia,0,2144,5.9,6.5,0.67,incidence
MDV,4,462,462,Maldives,0,36,7.5,6.7,0.87,incidence
MLI,4,466,466,Mali,0,31,0.25,0.14,0.03,incidence
MLT,4,470,470,Malta,0,4,0.47,0.9,0.07,incidence
MTQ,4,474,474,"France, Martinique",0,1,0.13,0.27,0.02,incidence
MRT,4,478,478,Mauritania,0,12,0.35,0.24,0.04,incidence
MUS,4,480,480,Mauritius,0,8,0.41,0.63,0.05,incidence
MEX,4,484,484,Mexico,0,231,0.16,0.18,0.02,incidence
MNG,4,496,496,Mongolia,0,21,0.63,0.62,0.07,incidence
MDA,4,498,498,Moldova,0,44,0.73,1.1,0.08,incidence
MNE,4,499,499,Montenegro,0,2,0.14,0.32,0.04,incidence
MAR,4,504,504,Morocco,0,987,2.4,2.6,0.25,incidence
MOZ,4,508,508,Mozambique,0,13,0.04,0.04,0,incidence
OMN,4,512,512,Oman,0,28,0.61,0.53,0.06,incidence
NAM,4,516,516,Namibia,0,8,0.43,0.3,0.05,incidence
NPL,4,524,524,Nepal,0,35,0.12,0.12,0.01,incidence
NLD,4,528,528,The Netherlands,0,82,0.31,0.48,0.03,incidence
NCL,4,540,540,New Caledonia,0,2,0.49,0.69,0.05,incidence
VUT,4,548,548,Vanuatu,0,0,0,0,0,incidence
NZL,4,554,554,New Zealand,0,29,0.4,0.59,0.04,incidence
NIC,4,558,558,Nicaragua,0,33,0.51,0.49,0.05,incidence
NER,4,562,562,Niger,0,43,0.35,0.16,0.03,incidence
NGA,4,566,566,Nigeria,0,1513,1.2,0.7,0.14,incidence
NOR,4,578,578,Norway,0,14,0.15,0.25,0.02,incidence
PAK,4,586,586,Pakistan,0,808,0.41,0.35,0.04,incidence
PAN,4,591,591,Panama,0,16,0.32,0.36,0.04,incidence
PNG,4,598,598,Papua New Guinea,0,15,0.2,0.16,0.02,incidence
PRY,4,600,600,Paraguay,0,14,0.23,0.19,0.03,incidence
PER,4,604,604,Peru,0,101,0.26,0.3,0.03,incidence
PHL,4,608,608,Philippines,0,3684,3.5,3.3,0.39,incidence
POL,4,616,616,Poland,0,210,0.34,0.56,0.04,incidence
PRT,4,620,620,Portugal,0,107,0.65,1.1,0.07,incidence
GNB,4,624,624,Guinea-Bissau,0,1,0.06,0.05,0.01,incidence
TLS,4,626,626,Timor-Leste,0,48,5,3.5,0.6,incidence
PRI,4,630,630,Puerto Rico,0,25,0.45,0.88,0.05,incidence
QAT,4,634,634,Qatar,0,12,0.42,0.4,0.05,incidence
REU,4,638,638,"France, La Réunion",0,4,0.28,0.44,0.04,incidence
ROU,4,642,642,Romania,0,358,1.3,1.9,0.13,incidence
RUS,4,643,643,Russian Federation,0,581,0.27,0.4,0.03,incidence
RWA,4,646,646,Rwanda,0,30,0.32,0.22,0.03,incidence
LCA,4,662,662,Saint Lucia,0,0,0,0,0,incidence
STP,4,678,678,Sao Tome and Principe,0,0,0,0,0,incidence
SAU,4,682,682,Saudi Arabia,0,547,1.4,1.5,0.15,incidence
SEN,4,686,686,Senegal,0,29,0.26,0.16,0.03,incidence
SRB,4,688,688,Serbia,0,49,0.33,0.57,0.04,incidence
SLE,4,694,694,Sierra Leone,0,0,0,0,0,incidence
SGP,4,702,702,Singapore,0,540,5.4,9.1,0.6,incidence
SVK,4,703,703,Slovakia,0,18,0.18,0.33,0.02,incidence
VNM,4,704,704,Viet Nam,0,5613,4.7,5.7,0.52,incidence
SVN,4,705,705,Slovenia,0,3,0.08,0.14,0.01,incidence
SOM,4,706,706,Somalia,0,162,1.6,0.96,0.17,incidence
ZAF,4,710,710,South Africa,0,161,0.28,0.26,0.03,incidence
ZWE,4,716,716,Zimbabwe,0,55,0.53,0.36,0.06,incidence
ESP,4,724,724,Spain,0,417,0.54,0.89,0.06,incidence
SSD,4,728,728,South Sudan,0,113,1.5,0.97,0.16,incidence
SDN,4,729,729,Sudan,0,539,1.8,1.2,0.18,incidence
SUR,4,740,740,Suriname,0,6,0.87,1,0.09,incidence
SWZ,4,748,748,Eswatini,0,1,0.08,0.08,0.01,incidence
SWE,4,752,752,Sweden,0,28,0.19,0.27,0.02,incidence
CHE,4,756,756,Switzerland,0,45,0.32,0.51,0.03,incidence
SYR,4,760,760,Syrian Arab Republic,0,126,0.71,0.65,0.05,incidence
TJK,4,762,762,Tajikistan,0,17,0.21,0.17,0.02,incidence
THA,4,764,764,Thailand,0,2350,2.2,3.4,0.24,incidence
TGO,4,768,768,Togo,0,39,0.68,0.45,0.08,incidence
TTO,4,780,780,Trinidad and Tobago,0,6,0.28,0.43,0.02,incidence
ARE,4,784,784,United Arab Emirates,0,36,0.56,0.36,0.09,incidence
TUN,4,788,788,Tunisia,0,426,2.9,3.5,0.3,incidence
TUR,4,792,792,Türkiye,0,857,0.86,1,0.09,incidence
TKM,4,795,795,Turkmenistan,0,36,0.59,0.58,0.06,incidence
UGA,4,800,800,Uganda,0,537,2.2,1.1,0.23,incidence
UKR,4,804,804,Ukraine,0,233,0.37,0.54,0.04,incidence
MKD,4,807,807,North Macedonia,0,12,0.37,0.58,0.05,incidence
EGY,4,818,818,Egypt,0,308,0.33,0.29,0.03,incidence
GBR,4,826,826,United Kingdom,0,276,0.26,0.4,0.03,incidence
TZA,4,834,834,"Tanzania, United Republic of",0,346,0.98,0.55,0.1,incidence
USA,4,840,840,United States of America,0,2008,0.41,0.6,0.04,incidence
BFA,4,854,854,Burkina Faso,0,0,0,0,0,incidence
URY,4,858,858,Uruguay,0,20,0.41,0.57,0.05,incidence
UZB,4,860,860,Uzbekistan,0,224,0.67,0.65,0.06,incidence
VEN,4,862,862,Venezuela,0,126,0.38,0.43,0.04,incidence
WSM,4,882,882,Samoa,0,4,2.2,2,0.17,incidence
YEM,4,887,887,Yemen,0,387,1.5,1.2,0.14,incidence
ZMB,4,894,894,Zambia,0,52,0.51,0.27,0.06,incidence
,,,,Total,,120403,1.3,1.5,0.14,incidence
AFG,17,4,4,Afghanistan,0,525,2.7,1.3,0.27,incidence
ALB,17,8,8,Albania,0,317,5.3,11.1,0.58,incidence
DZA,17,12,12,Algeria,0,1407,3,3.1,0.31,incidence
AGO,17,24,24,Angola,0,522,2.3,1.5,0.26,incidence
AZE,17,31,31,Azerbaijan,0,327,2.7,3.2,0.34,incidence
ARG,17,32,32,Argentina,0,3731,5.1,8.1,0.54,incidence
AUS,17,36,36,Australia,0,60803,140.1,233.2,15,incidence
AUT,17,40,40,Austria,0,5157,16.8,56.9,1.6,incidence
BHS,17,44,44,Bahamas,0,18,3.8,4.5,0.38,incidence
BHR,17,48,48,Bahrain,0,10,0.69,0.56,0.05,incidence
BGD,17,50,50,Bangladesh,0,1163,0.74,0.69,0.08,incidence
ARM,17,51,51,Armenia,0,123,2.4,4.1,0.25,incidence
BRB,17,52,52,Barbados,0,16,3.1,5.6,0.32,incidence
BEL,17,56,56,Belgium,0,8452,23,72.4,2.3,incidence
BTN,17,64,64,Bhutan,0,8,1.2,1,0.16,incidence
BOL,17,68,68,Bolivia,0,768,5,6.4,0.54,incidence
BIH,17,70,70,Bosnia Herzegovina,0,500,6.3,15.4,0.74,incidence
BWA,17,72,72,Botswana,0,95,4.8,3.9,0.53,incidence
BRA,17,76,76,Brazil,0,35533,10.8,16.5,1.1,incidence
BLZ,17,84,84,Belize,0,34,9.3,8.3,0.74,incidence
